Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index,Extracurricular Activities
8,54,8,9,49,No
8,84,9,6,79,Yes
1,52,9,0,26,No
5,55,9,7,42,Yes
3,61,8,3,42,Yes
1,59,8,8,35,No
4,52,6,5,31,Yes
8,59,9,0,50,No
3,41,4,1,18,No
2,74,6,2,50,Yes
9,86,9,1,82,No
5,94,8,9,78,Yes
7,58,8,6,53,No
2,84,8,0,65,Yes
9,76,9,8,76,No
9,97,8,1,94,Yes
4,93,5,3,79,Yes
4,45,8,7,27,No
6,53,9,2,43,Yes
6,43,6,8,30,Yes
1,61,8,6,37,Yes
9,90,7,9,90,Yes
2,94,5,2,68,Yes
5,78,9,2,64,Yes
9,75,8,4,73,No
4,73,7,4,53,No
3,66,9,9,46,No
7,46,6,4,37,No
6,42,5,8,29,Yes
8,86,8,8,80,Yes
3,72,6,5,52,No
5,41,9,6,29,Yes
4,81,7,9,70,No
4,55,9,7,40,Yes
4,64,9,8,49,Yes
8,99,5,5,92,No
6,54,8,7,46,Yes
3,63,6,1,42,No
5,54,5,9,41,No
6,70,7,7,60,No
5,53,8,1,41,Yes
6,93,5,7,83,Yes
8,53,7,1,43,No
7,45,7,2,36,Yes
5,53,6,6,38,No
6,56,9,8,47,No
4,57,7,2,40,Yes
9,59,7,4,59,No
4,90,9,8,76,Yes
1,56,4,6,31,Yes
7,55,7,1,44,Yes
7,79,8,4,71,No
4,78,5,4,59,No
3,91,9,8,69,Yes
8,71,9,1,63,Yes
5,99,9,0,87,No
7,83,8,3,77,Yes
4,48,9,3,31,Yes
4,66,8,0,47,No
8,85,6,9,78,No
8,91,4,6,86,No
2,72,9,1,48,Yes
2,49,4,8,24,No
3,56,9,6,39,No
3,88,8,6,71,No
1,88,5,0,60,No
3,75,4,8,54,No
6,56,4,9,45,No
8,57,8,8,51,No
6,91,4,1,78,Yes
5,62,6,9,48,No
4,73,8,8,59,Yes
3,47,4,1,28,Yes
4,52,4,1,35,No
7,62,4,7,55,Yes
1,96,8,2,69,No
7,93,5,2,87,Yes
1,59,7,6,32,No
2,61,9,9,37,Yes
4,86,4,5,66,No
1,91,7,6,66,No
9,62,7,5,56,Yes
6,80,4,8,70,Yes
1,74,4,1,48,No
1,42,9,7,17,Yes
6,73,7,5,59,No
4,72,5,3,56,Yes
4,85,7,5,66,No
6,56,5,5,41,Yes
7,84,6,9,76,No
9,58,5,2,54,Yes
5,69,9,7,57,No
9,62,8,4,62,Yes
4,54,4,9,38,No
2,98,6,3,73,Yes
3,96,7,1,72,Yes
1,53,5,9,28,No
6,41,6,0,28,Yes
6,78,8,6,67,Yes
1,88,5,9,62,No
3,57,9,2,36,No
5,45,7,2,33,No
3,98,7,2,74,No
3,71,5,9,52,Yes
3,60,8,2,38,Yes
5,79,4,1,62,Yes
5,67,4,5,50,No
4,66,7,9,48,Yes
1,41,8,2,15,Yes
5,72,7,0,51,No
5,55,4,9,37,Yes
4,78,7,8,59,Yes
6,61,5,5,46,No
4,95,9,5,78,Yes
7,82,5,9,74,No
7,86,9,8,78,No
2,52,8,1,27,Yes
3,95,4,9,74,Yes
1,41,8,8,15,Yes
8,53,8,2,46,No
9,95,4,2,90,No
4,77,6,2,58,Yes
6,80,6,0,65,Yes
9,67,7,9,65,No
6,46,6,6,36,Yes
9,57,5,9,52,Yes
4,95,9,6,79,No
8,80,8,1,74,Yes
9,94,7,5,93,Yes
4,75,8,3,57,Yes
5,80,4,6,65,Yes
8,75,6,6,69,No
6,83,4,3,71,No
7,43,7,2,31,No
3,96,9,6,78,No
7,69,5,8,60,Yes
8,63,6,3,58,Yes
6,59,4,5,46,Yes
9,85,9,6,87,Yes
6,95,6,9,81,No
9,70,8,2,69,Yes
4,63,5,4,46,Yes
8,46,9,0,41,No
4,65,6,5,50,No
2,52,5,4,24,No
9,93,9,6,97,Yes
5,47,8,8,35,No
4,94,8,3,82,Yes
2,44,4,8,24,Yes
1,83,7,5,59,No
7,52,4,4,42,No
6,68,5,1,56,No
2,59,4,0,30,Yes
8,53,9,7,49,Yes
4,71,6,5,56,Yes
8,99,9,6,98,No
7,89,4,5,79,Yes
5,66,7,9,54,Yes
8,95,9,6,93,Yes
9,64,9,8,63,Yes
5,91,9,4,76,No
5,43,7,0,27,Yes
2,60,9,0,35,No
5,57,5,8,39,No
3,78,8,4,59,Yes
7,54,7,1,50,Yes
5,92,5,2,77,No
8,77,7,0,70,Yes
1,87,7,5,62,No
3,91,8,5,71,Yes
3,63,6,2,39,Yes
9,47,5,2,41,No
5,67,7,6,51,Yes
9,60,7,0,52,No
9,55,4,4,49,No
1,99,9,2,76,Yes
2,93,6,4,71,No
5,55,8,3,42,Yes
4,74,5,5,60,Yes
9,56,7,8,53,Yes
7,48,9,1,40,No
6,96,5,9,85,Yes
7,74,8,7,70,Yes
1,91,6,1,63,No
1,68,4,3,42,No
8,78,6,8,73,No
2,57,4,3,35,No
9,51,5,6,48,Yes
7,58,6,4,49,Yes
6,87,6,1,75,Yes
1,61,6,7,35,Yes
1,98,8,9,70,No
2,95,5,9,71,No
6,88,4,1,74,Yes
6,91,6,2,77,No
2,54,5,9,30,No
1,40,9,6,13,No
5,41,8,4,26,No
5,47,8,9,35,No
2,61,9,2,40,Yes
6,64,5,1,55,Yes
9,41,4,5,37,No
2,90,5,9,64,No
2,48,5,0,23,Yes
3,48,7,7,27,Yes
7,52,8,4,42,No
6,45,4,4,34,No
8,69,7,1,63,No
8,54,9,6,50,Yes
6,90,5,4,75,No
3,92,9,7,74,No
3,54,8,4,39,No
1,89,7,8,63,No
7,46,7,4,36,No
5,97,4,2,84,No
4,50,5,1,30,No
4,79,4,4,60,No
4,77,7,9,61,Yes
6,79,7,9,70,Yes
8,41,4,4,32,Yes
8,90,7,5,87,No
5,87,6,1,72,Yes
6,78,8,4,68,Yes
4,49,5,0,29,Yes
9,83,8,2,78,Yes
8,56,5,2,45,Yes
1,46,7,2,20,No
2,93,4,2,66,Yes
9,79,4,7,77,No
8,78,7,0,72,No
3,43,5,5,26,Yes
8,74,7,5,67,No
1,90,5,0,67,Yes
4,86,7,0,68,No
3,75,7,2,56,No
6,70,7,7,61,Yes
7,64,4,5,50,No
4,80,5,3,68,No
7,52,9,4,47,No
9,57,7,9,56,No
2,60,8,2,40,No
3,87,8,5,68,No
5,40,4,5,26,No
3,75,6,5,55,No
8,89,9,8,84,Yes
8,47,4,9,40,No
8,91,6,7,85,Yes
9,87,4,5,85,Yes
4,60,8,1,40,No
5,82,7,3,68,No
5,91,5,5,74,Yes
8,92,7,8,90,Yes
7,92,8,1,82,Yes
9,60,5,5,57,No
8,66,6,9,61,No
2,58,6,9,38,No
4,62,8,9,46,Yes
6,90,5,6,80,No
2,89,7,7,67,No
7,90,8,8,84,No
3,82,6,4,58,No
3,74,8,8,55,Yes
2,79,7,8,57,No
8,91,4,6,87,No
6,90,9,1,80,Yes
1,81,9,7,54,No
1,87,9,4,64,Yes
7,44,4,7,33,Yes
8,91,7,1,83,No
5,80,5,6,66,Yes
5,47,8,4,33,No
4,50,7,3,31,Yes
6,55,4,9,40,Yes
6,78,6,5,66,No
3,86,9,4,67,Yes
9,63,9,5,64,No
7,60,7,8,52,No
1,91,9,0,68,No
7,62,9,0,58,No
5,88,7,5,72,Yes
5,77,7,1,65,No
2,86,4,7,65,Yes
4,47,4,6,24,No
6,46,9,5,35,Yes
7,41,7,3,34,Yes
5,69,7,8,57,Yes
9,52,9,6,54,Yes
3,62,5,6,42,No
1,68,6,4,39,No
4,77,8,0,62,Yes
9,76,8,1,71,Yes
4,59,9,7,42,No
2,72,8,4,52,Yes
5,68,4,1,54,Yes
3,89,4,4,68,No
9,54,5,7,50,Yes
4,62,9,3,46,Yes
6,81,4,2,68,No
2,42,9,4,19,Yes
6,76,9,6,68,No
3,95,7,1,74,No
9,68,6,0,63,No
2,84,6,4,60,No
9,47,9,6,47,Yes
5,61,6,7,47,No
8,92,6,7,87,No
2,68,8,9,45,Yes
6,41,8,8,31,No
3,80,7,0,61,Yes
5,88,5,6,73,No
8,98,4,9,92,No
1,89,4,7,65,No
5,84,8,5,69,No
3,40,9,9,20,Yes
4,83,6,3,66,Yes
2,59,7,6,38,Yes
9,91,5,2,81,No
3,60,8,1,39,No
2,76,9,5,53,No
9,47,7,1,44,Yes
7,66,9,5,58,No
6,86,7,9,79,Yes
1,98,8,2,75,Yes
5,74,7,1,59,Yes
3,45,6,7,23,No
1,99,7,3,74,No
4,84,5,3,65,No
2,83,7,6,60,No
2,58,4,7,32,Yes
3,57,7,8,38,Yes
8,95,9,9,91,No
8,40,8,7,34,No
7,64,4,3,46,No
6,66,8,1,55,Yes
9,46,9,9,43,No
4,83,5,4,67,Yes
1,81,6,6,56,Yes
8,68,5,1,58,Yes
7,70,4,3,60,Yes
7,83,9,5,77,Yes
3,82,9,7,69,Yes
4,75,6,9,60,Yes
9,58,7,5,52,No
6,45,4,5,36,No
5,64,6,5,49,No
3,70,8,3,50,Yes
9,48,6,2,48,Yes
5,59,8,0,43,No
5,49,8,1,34,Yes
4,76,9,1,57,Yes
4,66,6,9,50,Yes
1,52,9,6,28,Yes
7,80,9,5,72,Yes
9,41,5,7,38,Yes
3,89,5,8,68,Yes
2,60,9,4,41,Yes
3,72,9,2,53,Yes
1,63,8,3,36,Yes
6,92,9,7,80,Yes
7,83,4,2,73,Yes
2,81,6,1,59,No
8,73,4,6,67,Yes
6,99,5,3,91,Yes
4,48,4,7,34,No
5,41,7,0,23,No
8,94,7,7,86,No
3,95,5,4,73,Yes
3,69,4,1,49,Yes
4,61,6,0,43,No
1,85,5,5,61,No
9,50,7,8,45,No
8,94,5,8,85,Yes
8,82,4,8,75,Yes
6,56,4,3,44,No
7,75,4,5,66,Yes
6,52,8,9,45,Yes
9,46,4,5,40,No
3,55,9,4,38,No
3,72,7,1,50,No
3,84,7,6,67,Yes
3,40,8,0,21,Yes
9,50,7,5,51,Yes
4,45,7,4,25,Yes
7,59,5,4,53,Yes
9,74,4,7,71,No
7,83,9,8,77,Yes
9,76,9,6,75,Yes
3,80,5,9,60,No
4,65,9,7,49,No
8,97,5,1,87,No
6,51,9,1,40,No
5,69,7,7,56,Yes
4,67,6,5,49,Yes
8,66,4,7,59,No
1,81,6,8,59,Yes
9,58,7,8,54,No
1,44,8,5,17,Yes
8,97,5,7,90,Yes
4,44,9,1,23,Yes
9,80,9,7,82,No
5,66,7,2,49,No
3,67,9,0,50,Yes
9,65,7,6,60,Yes
9,66,6,0,60,No
4,91,8,0,74,No
4,88,5,0,71,Yes
8,81,9,3,77,Yes
2,60,8,3,34,No
9,40,8,9,39,Yes
6,93,8,5,85,No
9,67,4,9,64,No
8,87,8,2,87,Yes
7,97,7,9,91,Yes
1,97,4,5,73,Yes
3,54,4,6,34,No
2,94,8,0,70,No
5,56,9,5,42,No
5,65,9,9,55,Yes
5,59,9,0,45,Yes
4,64,9,6,49,No
5,52,7,9,37,No
3,72,9,4,55,Yes
1,64,5,9,38,No
5,47,8,3,35,Yes
9,44,4,0,41,Yes
9,45,5,8,43,No
4,62,9,6,46,No
3,91,5,1,69,No
1,69,4,3,37,No
2,53,9,3,31,No
8,93,5,7,90,Yes
1,62,7,1,33,No
8,50,7,4,44,Yes
7,70,8,9,62,No
8,45,8,7,41,No
6,50,5,5,38,No
9,52,4,3,45,No
3,51,7,4,34,No
4,93,6,1,72,No
6,41,8,4,29,Yes
8,92,7,2,83,No
5,74,9,2,61,No
3,94,5,6,75,No
6,75,7,2,63,No
4,56,7,3,36,Yes
9,67,5,6,62,Yes
3,67,8,2,49,Yes
4,61,8,9,46,Yes
7,77,6,9,69,Yes
7,46,6,1,35,Yes
4,54,8,9,38,No
6,71,8,6,62,No
3,50,8,4,30,Yes
6,63,8,0,52,No
2,42,7,9,16,No
8,69,6,7,66,No
2,45,5,2,20,No
7,97,4,6,86,No
9,41,5,5,38,Yes
1,53,9,9,30,Yes
8,80,4,5,71,Yes
7,57,7,7,49,Yes
6,90,9,3,79,Yes
6,83,6,3,69,Yes
6,70,4,2,56,No
9,52,8,0,47,Yes
2,65,9,9,41,No
1,83,7,2,58,No
6,51,4,0,38,Yes
8,57,8,5,52,Yes
3,48,9,7,25,Yes
1,88,7,2,62,No
9,60,9,3,60,Yes
1,87,4,4,63,Yes
3,88,8,6,72,Yes
8,92,6,5,84,No
3,95,7,1,74,Yes
4,79,4,6,61,Yes
8,82,8,7,77,No
1,63,6,0,36,No
6,73,9,5,65,No
1,47,8,8,23,Yes
1,83,6,6,60,Yes
8,92,4,4,83,No
4,72,8,9,56,Yes
1,62,8,9,37,No
7,52,5,8,43,No
5,93,7,1,76,No
5,92,8,6,83,No
1,88,6,8,63,No
6,53,7,1,39,Yes
9,53,4,9,48,Yes
9,55,7,5,53,Yes
8,88,5,8,84,Yes
5,77,4,2,63,No
1,97,8,7,73,Yes
9,99,9,4,99,No
1,78,4,6,52,No
8,65,4,2,58,Yes
5,65,5,7,50,Yes
3,40,6,1,18,No
7,71,4,7,62,Yes
7,96,6,1,87,Yes
9,54,7,6,53,Yes
7,91,9,1,87,Yes
3,60,5,6,37,No
1,57,8,0,31,No
8,69,4,5,63,Yes
3,99,9,9,81,No
8,97,9,6,95,No
8,52,6,3,45,Yes
5,63,4,0,48,Yes
1,69,9,5,47,No
7,41,5,3,31,No
5,58,8,2,43,No
8,86,7,3,82,Yes
9,83,7,5,80,No
7,86,6,4,76,No
7,64,9,1,57,Yes
1,89,7,1,64,No
4,53,6,2,35,Yes
2,45,8,5,24,Yes
2,51,4,0,30,No
2,59,5,6,38,Yes
4,62,8,7,45,Yes
1,69,8,6,44,No
4,69,7,2,53,Yes
2,77,7,5,53,No
5,97,5,3,84,Yes
3,69,4,4,47,Yes
8,80,8,2,76,No
4,69,9,4,57,No
1,96,7,5,71,No
1,97,8,7,74,Yes
3,75,4,5,54,No
9,88,6,8,84,Yes
7,73,4,9,62,No
2,55,8,9,35,Yes
9,63,8,9,62,No
2,53,5,9,30,Yes
3,65,8,3,47,No
2,47,7,1,25,Yes
3,53,9,8,40,Yes
6,70,5,2,56,Yes
9,41,8,6,38,Yes
9,87,4,3,86,No
7,43,8,0,38,Yes
3,40,4,7,17,No
4,94,4,3,75,Yes
6,59,8,5,48,No
5,98,4,6,87,Yes
2,53,9,7,32,Yes
6,79,6,9,68,No
3,64,5,1,42,No
8,99,8,8,96,Yes
2,64,6,9,42,No
1,42,4,2,18,No
9,44,4,0,41,No
3,77,5,1,54,Yes
1,93,6,7,67,No
7,65,6,9,57,Yes
5,79,8,5,65,No
5,77,4,0,62,No
1,77,7,8,56,Yes
9,43,8,6,39,No
7,46,8,9,38,No
8,69,8,2,65,No
9,69,5,6,68,No
6,95,5,5,82,No
5,58,8,2,44,No
6,78,9,7,67,No
2,74,7,0,53,Yes
4,79,6,4,61,Yes
3,72,6,7,53,Yes
7,72,4,2,61,Yes
9,53,6,9,49,Yes
5,77,6,5,61,No
6,49,7,9,38,Yes
2,96,6,1,76,Yes
3,67,7,8,47,No
3,53,5,1,32,Yes
9,75,7,4,71,No
7,77,5,2,69,No
8,55,7,9,53,Yes
9,99,8,8,100,Yes
6,60,9,8,49,No
4,67,5,6,48,No
1,72,5,9,45,Yes
8,45,6,4,40,No
7,80,5,8,71,Yes
2,54,7,6,34,Yes
8,83,8,1,76,Yes
5,42,8,9,29,Yes
7,82,6,0,71,No
4,86,7,9,69,No
5,74,7,9,58,Yes
8,53,4,3,43,Yes
1,41,5,9,17,No
1,68,6,7,41,No
4,43,8,5,27,No
3,65,9,1,45,No
2,90,4,4,65,No
3,51,7,8,31,Yes
1,41,5,5,14,Yes
1,56,8,5,33,Yes
6,74,4,6,60,Yes
5,49,7,4,34,No
8,87,8,2,82,No
2,61,8,2,40,Yes
4,80,7,4,66,Yes
8,82,7,3,76,No
6,60,6,4,46,Yes
1,54,8,8,31,Yes
4,74,7,4,57,No
1,87,9,3,65,No
2,60,9,3,38,No
5,60,4,0,46,Yes
8,60,5,9,53,No
8,99,9,3,97,No
3,83,6,3,63,Yes
4,71,7,8,55,No
6,94,5,3,79,Yes
3,44,6,6,26,Yes
2,78,8,0,55,Yes
6,48,5,6,37,Yes
5,92,9,1,78,No
5,57,6,7,45,Yes
5,60,7,0,45,No
5,47,7,9,34,No
3,83,6,2,66,No
7,91,8,7,79,No
6,73,9,9,63,No
4,49,6,7,32,Yes
2,90,4,4,64,No
9,80,6,4,78,Yes
1,96,6,7,69,Yes
4,63,9,9,46,Yes
1,79,7,4,54,No
6,63,8,8,51,No
4,95,6,0,78,No
5,71,5,4,54,No
5,95,7,2,80,Yes
9,72,7,2,67,No
1,77,6,1,48,No
2,83,9,2,61,Yes
6,96,5,6,83,Yes
5,95,6,7,82,Yes
7,90,5,7,78,Yes
3,98,7,7,78,Yes
3,88,5,0,70,Yes
2,73,6,6,48,Yes
3,50,4,1,26,No
1,70,4,9,46,No
5,57,5,3,42,Yes
5,62,9,4,46,Yes
7,99,6,0,91,No
4,61,8,3,47,Yes
3,82,4,3,61,Yes
1,57,7,8,31,Yes
8,79,6,8,71,Yes
3,86,6,9,66,Yes
2,80,4,0,52,No
4,86,8,7,71,Yes
3,78,7,3,60,Yes
1,59,8,3,32,Yes
3,52,7,4,33,No
2,84,4,1,56,No
8,40,6,0,32,Yes
6,91,7,4,76,Yes
9,43,6,6,40,Yes
8,63,5,9,60,Yes
3,75,5,8,54,No
5,75,4,1,59,No
7,84,4,7,74,Yes
5,41,9,6,29,Yes
8,67,4,1,61,No
5,65,5,4,50,No
1,62,7,6,36,Yes
5,54,8,2,41,Yes
4,75,4,1,60,Yes
6,66,8,5,56,No
3,45,8,9,23,No
5,74,5,5,63,No
2,78,9,3,54,No
6,77,7,0,64,Yes
6,74,5,4,64,No
5,75,4,0,58,No
6,49,5,7,38,No
7,69,5,1,60,Yes
5,92,5,8,79,No
1,80,4,8,57,No
8,77,4,2,69,No
4,68,5,5,51,Yes
9,91,5,8,86,No
6,98,8,6,90,Yes
1,82,7,3,57,Yes
3,78,8,2,61,No
3,89,9,1,71,Yes
4,43,7,9,30,No
6,44,9,9,34,Yes
7,43,7,0,34,Yes
4,75,5,9,58,No
6,98,8,0,85,No
1,84,7,3,55,Yes
8,55,9,3,51,Yes
7,64,7,8,53,Yes
9,53,4,9,51,Yes
3,50,7,0,31,No
2,68,5,3,44,Yes
1,73,6,2,48,Yes
3,61,4,8,41,No
5,53,6,4,40,Yes
2,95,5,8,72,No
3,63,6,9,41,No
4,98,7,5,78,No
7,78,6,8,70,Yes
3,65,8,0,41,No
9,82,5,3,78,No
8,75,8,3,70,No
4,78,6,9,61,Yes
1,55,8,9,33,Yes
1,97,4,5,71,Yes
1,77,6,9,51,Yes
1,98,9,0,72,No
8,71,8,9,69,No
3,45,7,4,21,No
6,73,6,2,61,Yes
3,95,9,0,76,No
5,47,4,5,30,Yes
7,69,7,2,59,Yes
2,66,6,3,45,Yes
6,46,7,8,39,No
6,66,6,1,53,No
3,64,6,0,43,Yes
6,95,5,9,85,No
5,85,8,5,70,Yes
2,80,6,0,56,No
9,54,4,0,52,Yes
8,64,9,6,65,Yes
3,61,8,1,39,Yes
8,57,5,3,48,No
9,51,8,3,47,No
3,62,8,1,41,No
3,90,6,5,72,No
2,84,4,9,61,No
8,78,6,1,74,Yes
1,64,4,7,38,No
8,49,4,3,42,Yes
7,69,7,0,60,No
7,49,6,6,35,No
3,73,5,5,52,No
1,85,9,5,61,Yes
4,52,8,2,32,No
9,93,7,9,95,Yes
5,68,5,6,53,No
1,77,9,5,54,Yes
5,80,9,9,70,Yes
8,84,6,9,78,Yes
8,48,4,8,42,Yes
5,52,6,2,33,No
9,76,9,2,75,No
1,53,6,3,26,Yes
4,76,7,2,58,No
3,48,5,3,29,Yes
2,47,9,5,29,No
8,78,7,0,70,No
7,79,5,1,67,No
9,93,7,9,93,Yes
2,42,8,5,21,No
4,94,4,5,74,Yes
6,95,4,0,82,No
3,86,4,5,65,Yes
8,79,8,8,75,No
3,72,9,7,55,Yes
2,71,9,9,54,Yes
3,46,8,4,26,Yes
6,58,4,3,48,No
2,73,4,5,49,Yes
8,53,5,4,49,No
1,89,5,5,64,Yes
7,86,6,9,81,Yes
2,85,7,2,64,Yes
6,95,5,6,82,No
2,96,5,7,74,No
2,58,5,4,32,No
8,90,5,4,83,No
2,93,8,3,68,No
7,98,6,9,90,No
3,65,5,4,44,No
8,56,9,9,51,Yes
7,93,7,7,86,Yes
8,67,5,4,62,No
7,58,8,8,48,No
6,66,9,0,56,No
7,87,4,6,79,No
5,91,4,4,74,No
7,96,6,3,82,Yes
1,58,4,2,32,No
1,72,5,9,46,No
9,90,8,6,88,No
5,46,6,1,35,Yes
5,68,9,4,56,Yes
3,94,5,1,74,Yes
5,82,4,6,67,Yes
3,44,7,5,23,No
9,69,5,9,67,Yes
9,88,7,6,86,Yes
6,82,9,8,70,Yes
1,95,7,1,68,Yes
7,97,9,8,91,Yes
7,47,6,6,42,No
4,81,8,1,62,Yes
8,51,4,9,44,Yes
6,81,4,1,67,Yes
4,52,5,3,35,No
4,65,4,1,46,No
2,57,6,0,31,No
2,81,4,5,59,No
4,90,5,9,71,No
5,91,4,4,74,No
8,88,8,2,80,No
6,59,9,0,49,No
4,55,7,8,39,Yes
7,76,7,7,67,Yes
8,42,9,5,38,No
2,66,7,5,47,Yes
7,54,8,3,41,No
2,97,6,1,75,Yes
2,73,5,3,53,Yes
8,84,8,1,81,No
2,61,5,6,37,Yes
9,79,6,8,77,No
1,62,8,1,36,No
9,98,4,8,95,Yes
1,88,6,8,65,No
2,43,7,7,18,Yes
6,90,8,0,80,Yes
6,93,6,4,81,No
1,96,6,9,73,No
7,80,8,3,74,No
8,62,7,6,57,No
2,86,9,7,64,No
8,99,7,9,97,Yes
9,48,6,7,42,No
6,63,5,1,48,Yes
5,60,9,2,46,No
9,80,9,9,79,Yes
9,85,6,9,83,Yes
1,94,8,6,70,Yes
3,92,8,3,73,Yes
9,55,8,5,56,Yes
2,95,7,7,71,No
4,94,4,7,76,Yes
4,64,8,6,49,No
2,65,8,1,43,Yes
3,88,9,1,67,No
3,84,5,2,63,Yes
1,48,5,3,18,Yes
6,54,6,0,43,No
8,78,6,4,72,No
3,72,6,6,57,Yes
5,40,8,9,25,Yes
1,44,5,4,15,No
7,95,6,6,88,Yes
1,48,5,4,24,Yes
9,83,8,9,81,No
8,45,9,7,40,Yes
7,67,8,6,60,Yes
7,84,6,0,73,No
5,65,8,0,52,Yes
5,67,8,4,53,No
5,79,5,1,65,No
1,54,4,8,30,Yes
8,45,7,1,39,Yes
1,66,6,8,43,No
4,77,4,9,59,No
9,43,9,1,38,Yes
9,50,6,3,44,No
5,60,4,2,44,Yes
4,69,8,5,53,No
3,57,6,3,37,No
3,74,4,8,52,No
5,42,7,8,30,Yes
1,51,8,9,22,No
5,66,6,8,51,No
6,92,9,2,82,No
7,69,9,2,63,No
9,60,6,3,58,Yes
3,77,4,8,58,No
2,60,6,5,38,Yes
3,99,8,8,80,No
9,77,5,7,70,No
7,79,9,6,72,Yes
9,54,4,4,48,Yes
2,57,7,8,36,No
5,91,6,3,73,No
4,68,8,3,51,No
2,87,6,7,63,Yes
9,77,7,3,74,No
9,99,8,6,98,Yes
6,60,7,3,45,No
6,56,8,0,45,Yes
8,80,5,9,74,Yes
6,90,9,8,81,Yes
1,57,8,3,30,No
4,96,7,2,77,No
7,94,4,2,86,Yes
2,76,9,8,58,Yes
9,99,5,7,99,Yes
8,77,6,9,69,No
8,51,5,6,47,No
7,50,5,6,42,No
4,87,6,3,73,Yes
2,91,8,2,71,No
3,88,5,3,68,No
6,59,9,5,47,No
5,48,5,3,31,Yes
8,40,4,3,31,No
6,97,9,1,86,No
6,42,4,6,27,No
1,60,9,5,32,No
4,62,7,1,41,No
5,48,6,4,33,Yes
3,93,9,5,75,Yes
9,58,9,4,57,Yes
1,84,8,3,59,Yes
6,94,8,8,87,No
6,85,7,2,72,No
5,91,8,1,78,Yes
5,58,8,8,46,Yes
5,62,4,7,47,Yes
6,66,8,8,58,No
8,66,8,9,63,No
2,78,7,2,56,No
6,75,7,0,62,Yes
1,51,5,0,23,Yes
4,94,8,2,73,Yes
3,66,8,3,46,No
9,85,9,1,80,No
3,73,8,7,59,Yes
6,72,4,2,60,Yes
1,67,9,3,41,No
6,70,8,5,61,No
4,71,4,9,51,Yes
8,89,5,5,82,Yes
9,59,9,1,55,No
4,79,6,5,64,Yes
6,74,8,3,61,Yes
1,70,9,4,44,No
4,97,7,6,81,Yes
7,70,9,6,64,No
1,77,7,5,53,Yes
8,61,8,9,55,No
6,84,4,5,72,Yes
5,80,7,5,65,Yes
9,48,9,3,44,Yes
2,91,9,2,70,No
5,48,7,0,34,Yes
6,54,5,2,41,Yes
7,52,5,2,43,No
5,61,5,8,48,Yes
9,55,7,2,46,No
1,71,7,7,47,No
7,41,9,7,37,No
7,65,8,2,56,Yes
4,53,8,9,40,No
9,98,4,9,96,Yes
5,77,7,5,63,No
4,73,8,7,58,Yes
7,47,8,7,36,No
4,75,5,9,61,No
3,60,5,9,39,Yes
9,95,5,8,90,No
8,85,6,8,79,Yes
1,82,8,7,58,No
7,95,5,6,89,Yes
9,67,5,9,64,No
8,85,7,2,78,No
8,83,9,6,79,Yes
6,87,5,3,72,No
4,45,7,1,26,Yes
8,59,4,7,52,Yes
3,70,5,1,49,No
9,72,9,0,66,No
2,83,7,4,59,No
2,46,9,9,28,Yes
7,47,5,8,39,Yes
4,48,4,4,31,No
8,41,5,1,33,Yes
9,56,7,9,57,No
7,91,4,3,83,No
5,84,4,7,69,No
8,76,4,6,71,Yes
4,81,6,4,62,Yes
2,83,7,3,58,No
6,56,6,4,46,Yes
9,92,9,6,93,No
1,77,4,4,48,No
7,74,6,7,68,Yes
9,99,5,6,97,No
9,86,6,6,82,No
3,78,8,8,57,No
5,69,9,7,55,No
8,45,4,7,37,No
8,43,4,5,35,Yes
4,90,9,6,72,Yes
1,76,9,7,51,No
1,74,7,4,50,Yes
4,97,5,9,82,No
6,96,9,1,84,No
8,48,9,6,46,No
6,45,7,9,34,No
9,52,9,2,55,Yes
9,98,6,9,95,Yes
2,61,8,7,40,No
1,67,8,5,42,Yes
2,69,8,3,45,No
5,91,9,1,80,Yes
4,75,8,6,60,No
4,41,5,0,21,No
9,97,6,6,95,No
8,75,8,9,72,Yes
6,47,4,9,35,Yes
1,84,9,6,58,No
2,81,6,9,59,Yes
6,89,5,2,77,Yes
2,48,8,3,23,Yes
5,40,5,3,26,Yes
5,52,9,3,39,Yes
6,89,8,8,79,Yes
6,54,4,5,39,Yes
6,71,6,9,61,Yes
2,73,4,8,47,Yes
3,82,8,3,63,Yes
6,70,7,6,61,Yes
8,53,6,9,51,Yes
1,93,5,8,68,Yes
1,86,8,9,66,No
2,53,4,2,29,No
6,87,9,2,78,Yes
9,94,7,5,94,Yes
4,68,9,7,56,Yes
3,86,8,0,68,No
8,58,5,3,50,No
9,66,4,7,62,Yes
5,48,6,5,31,Yes
9,76,7,1,73,Yes
2,76,8,7,57,Yes
3,82,8,0,60,Yes
7,67,8,0,56,No
7,91,8,6,88,Yes
6,96,4,9,84,No
6,63,6,2,48,Yes
2,67,5,7,41,Yes
6,75,7,8,65,No
4,91,8,7,74,No
3,57,9,0,38,Yes
2,64,8,0,40,No
1,74,6,5,49,Yes
5,43,6,0,30,No
2,53,4,7,29,No
2,78,4,5,57,Yes
7,65,9,4,58,Yes
8,47,9,5,40,No
8,63,4,3,60,Yes
4,55,7,0,41,No
1,59,9,6,34,No
7,54,4,9,46,Yes
1,46,8,8,24,No
4,97,4,3,79,Yes
8,56,7,3,52,Yes
2,61,4,8,36,No
